Date,Tweet,Tweet Account,Tweet Ago,compound_list,negative_list,neutral_list,positive_list
Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",CBS,26,0.4482,0.0,0.895,0.105
Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,CBS,27,0.784,0.0,0.734,0.266
Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,CBS,28,0.9359,0.0,0.571,0.429
Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",CBS,29,-0.5423,0.184,0.816,0.0
Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",CBS,30,0.0,0.0,1.0,0.0
Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",CBS,31,0.0,0.0,1.0,0.0
Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",CBS,32,0.7644,0.0,0.769,0.231
Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,CBS,33,0.0,0.0,1.0,0.0
Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",CBS,34,0.0,0.0,1.0,0.0
Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,CBS,35,0.5093,0.0,0.845,0.155
Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",CBS,36,0.0,0.0,1.0,0.0
Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,CBS,37,0.0,0.0,1.0,0.0
Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",CBS,38,0.6808,0.0,0.752,0.248
Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",CBS,39,0.4404,0.0,0.884,0.116
Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",CBS,40,-0.4019,0.119,0.881,0.0
Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,CBS,41,0.3612,0.0,0.872,0.128
Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",CBS,42,0.6124,0.0,0.773,0.227
Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",CBS,43,0.3182,0.0,0.892,0.108
Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",CBS,44,0.68,0.0,0.752,0.248
Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,CBS,45,0.8619,0.0,0.534,0.466
Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",CBS,46,0.0,0.0,1.0,0.0
Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",CBS,47,0.7506,0.0,0.748,0.252
Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,CBS,48,0.0,0.0,1.0,0.0
Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,CBS,49,0.0,0.0,1.0,0.0
Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,CBS,50,0.8478,0.0,0.696,0.304
Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,CBS,51,-0.5859,0.186,0.814,0.0
Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",CBS,52,0.0516,0.0,0.934,0.066
Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",CBS,53,0.5574,0.152,0.536,0.312
Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",CBS,54,0.0,0.0,1.0,0.0
Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",CBS,55,0.0772,0.106,0.773,0.121
Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",CBS,56,0.0,0.0,1.0,0.0
Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",CBS,57,0.1531,0.0,0.882,0.118
Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,CBS,58,0.0,0.0,1.0,0.0
Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",CBS,59,0.8268,0.0,0.662,0.338
Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,CBS,60,-0.0772,0.075,0.925,0.0
Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",CBS,61,0.4019,0.0,0.856,0.144
Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,CBS,62,0.4003,0.0,0.876,0.124
Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,CBS,63,0.6114,0.0,0.834,0.166
Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,CBS,64,0.0,0.0,1.0,0.0
Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",CBS,65,0.0,0.0,1.0,0.0
Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",CBS,66,0.1139,0.0,0.912,0.088
Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,CBS,67,0.1007,0.115,0.75,0.135
Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",CBS,68,0.4588,0.0,0.812,0.188
Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,CBS,69,0.1779,0.095,0.779,0.126
Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",CBS,70,-0.2263,0.252,0.569,0.179
Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",CBS,71,-0.4767,0.256,0.744,0.0
Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",CBS,72,0.4939,0.119,0.625,0.256
Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",CBS,73,0.5093,0.0,0.81,0.19
Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,CBS,74,0.8261,0.0,0.566,0.434
Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,CBS,75,0.8309,0.0,0.586,0.414
Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,CBS,76,0.6588,0.0,0.614,0.386
Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,CBS,77,-0.5106,0.398,0.602,0.0
Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,CBS,78,0.0,0.0,1.0,0.0
Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,CBS,79,0.7525,0.0,0.651,0.349
Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,CBS,80,0.0,0.0,1.0,0.0
Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,CBS,81,0.8516,0.0,0.42,0.58
Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,CBS,82,0.8442,0.0,0.649,0.351
Wed Jan 31 00:55:04 +0000 2018,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,CBS,83,0.923,0.0,0.594,0.406
Wed Jan 31 00:37:20 +0000 2018,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",CBS,84,0.5994,0.0,0.794,0.206
Wed Jan 31 00:11:53 +0000 2018,"Join @NCISLA's @DanielaRuah and @7BOOMERESIASON on Super Bowl Greatest Commercials 2018, tonight at 8/7c on CBS and… https://t.co/nzVu1FCRc5",CBS,85,0.8834,0.0,0.593,0.407
Tue Jan 30 23:35:01 +0000 2018,Everyone knows the best part of the Super Bowl is the commercials! Find out how to tune in and vote for your favori… https://t.co/KGDYl9oF98,CBS,86,0.8553,0.0,0.724,0.276
Tue Jan 30 21:19:22 +0000 2018,Throw it back to this classic Michael Jordan vs. Larry Bird spot tonight on Super Bowl Greatest Commercials 2018! W… https://t.co/g2H4zV7wIN,CBS,87,0.8553,0.0,0.694,0.306
Tue Jan 30 18:46:04 +0000 2018,"Super Bowl Greatest Commercials 2018 airs tonight! Cast your vote now, then tune in and vote for the winner live at… https://t.co/h4jGpUheP5",CBS,88,0.9215,0.0,0.609,0.391
Tue Jan 30 16:00:02 +0000 2018,Remember when @robinthicke and Lil Wayne (@liltunechi) joined jazz legends on stage at the 51st #GRAMMYs? Watch thi… https://t.co/2l8gBdOrli,CBS,89,0.0,0.0,1.0,0.0
Tue Jan 30 04:03:31 +0000 2018,"Tomorrow, catch a sneak peek of the incredible @TiffanyHaddish in her first Super Bowl Commercial for @Groupon on… https://t.co/RlehujNvFN",CBS,90,0.5994,0.0,0.813,0.187
Tue Jan 30 03:17:51 +0000 2018,Rapper @Logic301 delivered a poignant message of hope to conclude his powerful performance with @alessiacara and… https://t.co/elSqZExRtN,CBS,91,0.6908,0.0,0.711,0.289
Tue Jan 30 02:12:15 +0000 2018,Even our host @JKCorden was starstruck when Broadway icon Patti LuPone performed at The #GRAMMYs! https://t.co/YJhNBllFh6,CBS,92,0.0,0.0,1.0,0.0
Tue Jan 30 01:29:06 +0000 2018,Childish Gambino serenaded the crowd with his smooth vocals in this mesmerizing performance. Watch him perform 'Ter… https://t.co/TkWZP7PS22,CBS,93,-0.296,0.115,0.885,0.0
Tue Jan 30 00:11:05 +0000 2018,.@OfficialSting and @shaggy757 joined together to bring their upbeat reggae vibes to Madison Square Garden. Watch t… https://t.co/iqq0DbM1IR,CBS,94,0.0,0.0,1.0,0.0
Mon Jan 29 22:45:21 +0000 2018,Superstar @Pink left it all on the stage last night in a simply stunning performance that brought the crowd to thei… https://t.co/B9Tj5INcNu,CBS,95,0.3818,0.0,0.885,0.115
Mon Jan 29 22:10:15 +0000 2018,Check out these photos of the night's best backstage moments you didn't see on TV! Here's what you missed at The 60… https://t.co/6TBI8NV8JJ,CBS,96,0.5093,0.079,0.758,0.162
Mon Jan 29 20:00:04 +0000 2018,The dapper duo of @itstonybennett and @johnlegend brought down the #GRAMMYs house with an impromptu duet.… https://t.co/ucRrAFk59f,CBS,97,0.0,0.0,1.0,0.0
Mon Jan 29 19:00:05 +0000 2018,🎶@BrunoMars worked his 24K Magic to become the night's biggest winner. See his #GRAMMYs acceptance speech for Album… https://t.co/dXzjWH0myx,CBS,98,0.7783,0.0,0.714,0.286
Mon Jan 29 18:00:02 +0000 2018,When your win at The #GRAMMYs feels like 24K Magic! Congratulations to @BrunoMars for taking home six awards this y… https://t.co/UhWCE8OKfK,CBS,99,0.9259,0.0,0.558,0.442
Mon Jan 29 17:15:04 +0000 2018,✨@LadyGaga's stripped-down performance soared on the #GRAMMYs stage. See all the night's performances here:… https://t.co/Dw6xSzeeGC,CBS,100,0.0,0.0,1.0,0.0
Thu Mar 08 22:41:40 +0000 2018,"""We have not had a new class of antivirals for 20 years,"" the director of a research authority said during a congre… https://t.co/4mZsQD3o3p",CNN,1,0.0772,0.0,0.936,0.064
Thu Mar 08 22:33:03 +0000 2018,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/tyTDsUsOOk",CNN,2,0.7096,0.091,0.594,0.315
Thu Mar 08 22:33:00 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1YVTaj https://t.co/zxmxcnboZ5,CNN,3,0.5719,0.0,0.748,0.252
Thu Mar 08 22:24:48 +0000 2018,"JUST IN: President Trump tells reporters that South Korea will make a ""major announcement"" concerning North Korea a… https://t.co/sTJhwnYh9b",CNN,4,0.0,0.0,1.0,0.0
Thu Mar 08 22:11:01 +0000 2018,The IRS says it has $1.1 billion in unclaimed tax refunds for 2014. Now's your last chance to claim it.… https://t.co/dsyeTUeNmZ,CNN,5,0.25,0.0,0.909,0.091
Thu Mar 08 22:08:10 +0000 2018,"RT @TheLeadCNN: More than 100 GOP members of Congress wrote Trump on Wednesday urging him to ""reconsider the idea of broad tariffs to avoid…",CNN,6,0.0,0.0,1.0,0.0
Thu Mar 08 22:04:57 +0000 2018,"When NASA's Parker Solar Probe travels into the sun's atmosphere, you can ride along. Well, your name can.… https://t.co/XqFJGw25fo",CNN,7,0.2732,0.0,0.896,0.104
Thu Mar 08 22:01:20 +0000 2018,A senior adviser at HUD spread a false conspiracy theory that claimed Hillary Clinton's 2016 presidential campaign… https://t.co/sKaKkCuZXu,CNN,8,-0.5267,0.185,0.815,0.0
Thu Mar 08 22:00:47 +0000 2018,"Why block a user when the mute button could do?

That is one of the questions posed in a lawsuit alleging that Pres… https://t.co/YPNMw3wWoc",CNN,9,-0.5859,0.194,0.806,0.0
Thu Mar 08 21:55:24 +0000 2018,"""President Trump might be facing a period of stormy news coverage over allegations he paid to cover up an affair wi… https://t.co/9ewX30Rcr1",CNN,10,0.0,0.0,1.0,0.0
Thu Mar 08 21:53:33 +0000 2018,Sen. Jeff Flake threatens to introduce legislation to nullify President Trump's tariffs https://t.co/bWttC10UQt https://t.co/r6rHfLiP6i,CNN,11,-0.3818,0.167,0.833,0.0
Thu Mar 08 21:51:50 +0000 2018,"Tesla CEO Elon Musk wants his electric car company to be competitive in China, and he's asking for US President Tru… https://t.co/xn4FmAZvMp",CNN,12,0.1779,0.0,0.925,0.075
Thu Mar 08 21:50:32 +0000 2018,PlayStation 4's latest update gives parents the ability to restrict how long a child uses the system… https://t.co/OW3V6neOEb,CNN,13,-0.0772,0.131,0.754,0.116
Thu Mar 08 21:44:08 +0000 2018,"Trump's tariff plan has spooked markets, prompted his chief economist's resignation, rattled major US allies and wi… https://t.co/3RqTOD1kMP",CNN,14,-0.296,0.115,0.885,0.0
Thu Mar 08 21:39:52 +0000 2018,"RT @CNNnewsroom: ""The city of Parkland, nobody knew where that was...now the world knows where Parkland is: it's on the list of Columbine,…",CNN,15,0.0,0.0,1.0,0.0
Thu Mar 08 21:29:00 +0000 2018,Democrats say a Uranium One whistleblower provided Congress with no evidence of wrongdoing involving Hillary Clinto… https://t.co/jBXSUJ5AyX,CNN,16,-0.296,0.128,0.872,0.0
Thu Mar 08 21:28:27 +0000 2018,"President Trump spoke with nostalgia at today's tariff announcement, describing the steel industry as he knew it as… https://t.co/RU6nlbmtwr",CNN,17,0.0,0.0,1.0,0.0
Thu Mar 08 21:25:02 +0000 2018,RT @TheLeadCNN: President Trump is upset with White House press secretary Sarah Sanders over her responses regarding his alleged affair wit…,CNN,18,-0.3818,0.115,0.885,0.0
Thu Mar 08 21:22:09 +0000 2018,"President Trump on his tariff plan: ""American companies have not been treated fairly, and some American companies f… https://t.co/iSKmDP6QQD",CNN,19,0.0,0.0,1.0,0.0
Thu Mar 08 21:11:53 +0000 2018,President Trump on tariff plan: “The workers who poured their souls into building this great nation were betrayed.… https://t.co/BKkZwaE3Qx,CNN,20,0.7073,0.0,0.787,0.213
Thu Mar 08 21:10:31 +0000 2018,RT @CNNMoney: Dow closes up 94 points after Trump unveils steel and aluminum tariffs with some exemptions. U.S. Steel falls 3%.  https://t.…,CNN,21,0.0,0.0,1.0,0.0
Thu Mar 08 21:09:04 +0000 2018,"President Trump on NAFTA: “We either make a deal or we terminate. And if we do, there won’t be any tariffs on Canad… https://t.co/uzvHjesQ6E",CNN,22,0.0,0.0,1.0,0.0
Thu Mar 08 21:03:55 +0000 2018,"President Trump: ""Our factories were left to rot and to rust all over the place. Thriving communities turned into g… https://t.co/qct0zY4gRu",CNN,23,0.0,0.0,1.0,0.0
Thu Mar 08 20:55:43 +0000 2018,President Trump: “The American steel aluminum industry has been ravaged by aggressive foreign trade practices. It’s… https://t.co/E3yq1tU3bP,CNN,24,-0.1531,0.091,0.909,0.0
Thu Mar 08 20:50:56 +0000 2018,"President Trump: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel an… https://t.co/XH22ESdPSU",CNN,25,0.34,0.0,0.876,0.124
Thu Mar 08 20:38:12 +0000 2018,President Trump is about to impose new tariffs on steel and aluminum imports. Follow live updates:… https://t.co/o4VDiUWujN,CNN,26,-0.296,0.121,0.879,0.0
Thu Mar 08 20:25:13 +0000 2018,The Cranberries will be releasing a final album made with Dolores O'Riordan https://t.co/z8rKgNyCmy https://t.co/tPkkmZplLe,CNN,27,0.0,0.0,1.0,0.0
Thu Mar 08 20:20:38 +0000 2018,"Russians released an anti-Clinton video game called ""Hilltendo"" weeks before the 2016 US presidential election. It… https://t.co/tTFHTqxF42",CNN,28,0.0,0.0,1.0,0.0
Thu Mar 08 20:03:33 +0000 2018,Former Trump campaign chairman Paul Manafort has entered a plea of not guilty to charges of bank fraud and tax crim… https://t.co/myDFUQIvIw,CNN,29,-0.1665,0.146,0.694,0.16
Thu Mar 08 20:01:36 +0000 2018,Bernie Sanders is spending a lot of time in Trump country. Here's why. | Analysis by CNN's Gregory Krieg and Sam Pe… https://t.co/GFkPrBfWvm,CNN,30,0.0,0.0,1.0,0.0
Thu Mar 08 19:53:17 +0000 2018,"A salmonella outbreak linked to chicken salad has sickened another 105 people, bringing the total to 170 in seven s… https://t.co/SWH9Q0tsYr",CNN,31,-0.5423,0.156,0.844,0.0
Thu Mar 08 19:42:07 +0000 2018,"In a trade war over steel, US farmers could be collateral damage https://t.co/tChleqd7qi https://t.co/EotEUo9LN1",CNN,32,-0.7964,0.392,0.608,0.0
Thu Mar 08 19:37:55 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/De3h9kjvKx",CNN,33,0.25,0.0,0.9,0.1
Thu Mar 08 19:31:33 +0000 2018,Bones found on a remote Pacific island almost eight decades ago likely are those of pioneering pilot Amelia Earhart… https://t.co/Ae3YEwSVSJ,CNN,34,0.0,0.0,1.0,0.0
Thu Mar 08 19:28:27 +0000 2018,"Volkswagen says it will stop using coal to power its main factory in Wolfsburg, Germany https://t.co/yxE1eIG6oG https://t.co/w2sugdXQz8",CNN,35,-0.296,0.121,0.879,0.0
Thu Mar 08 19:20:03 +0000 2018,"In his fight with North Korea, Trump may end up with no allies | @NicRobertsonCNN for @CNNopinion… https://t.co/MF5muUcnk0",CNN,36,-0.5859,0.242,0.758,0.0
Thu Mar 08 19:10:07 +0000 2018,Trump wants you to think about video games instead of guns | Analysis by @zbyronwolf @zbyronwolf … https://t.co/5uutuvLV6i,CNN,37,0.0,0.0,1.0,0.0
Thu Mar 08 19:00:13 +0000 2018,9 things you need to believe if you believe the White House on Stormy Daniels | Analysis by @CillizzaCNN… https://t.co/zwvP0mf89V,CNN,38,0.0,0.0,1.0,0.0
Thu Mar 08 18:50:00 +0000 2018,"Sen. Tammy Duckworth will be the first US senator to give birth while in office, and she's fighting to change longs… https://t.co/Uljo219oJ6",CNN,39,-0.3612,0.106,0.894,0.0
Thu Mar 08 18:43:15 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/pSG5QNVNG6,CNN,40,0.0,0.0,1.0,0.0
Thu Mar 08 18:39:49 +0000 2018,"Russian internet trolls created an anti-Hillary Clinton video game called ""Hilltendo"" and tried to make it go viral… https://t.co/afpc123s31",CNN,41,0.25,0.0,0.9,0.1
Thu Mar 08 18:32:00 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its famous golden arches https://t.co/biYp1ZduyT https://t.co/H8MMkU7HOL,CNN,42,0.5719,0.0,0.748,0.252
Thu Mar 08 18:23:00 +0000 2018,"When Laxmi was 15, a man she refused to marry threw acid in her face. But she recovered from her injuries and chang… https://t.co/ExD5GdcO80",CNN,43,-0.296,0.091,0.909,0.0
Thu Mar 08 18:10:10 +0000 2018,A Missouri police officer killed this week in the line of duty met with gunfire only after he was dispatched to the… https://t.co/HYWoNIjHrz,CNN,44,-0.6705,0.176,0.824,0.0
Thu Mar 08 17:47:25 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/37dwU8ZnGP,CNN,45,0.0,0.0,1.0,0.0
Thu Mar 08 17:46:41 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/vFaGKx23rg,CNN,46,0.0,0.0,1.0,0.0
Thu Mar 08 17:45:33 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bo53G6XGgJ,CNN,47,0.0,0.0,1.0,0.0
