Date,Tweet,Tweet Account,Tweet Ago,compound_list,negative_list,neutral_list,positive_list
Thu Mar 08 17:44:43 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/hlNoEhDOxl,CNN,48,0.0,0.0,1.0,0.0
Thu Mar 08 17:43:58 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/p3Ez30VMb7,CNN,49,0.0,0.0,1.0,0.0
Thu Mar 08 17:43:11 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/4smfFqlPeG,CNN,50,0.0,0.0,1.0,0.0
Thu Mar 08 17:42:02 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/sYFiiE2pot,CNN,51,0.0,0.0,1.0,0.0
Thu Mar 08 17:40:53 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/ngx7uBQlVT,CNN,52,0.0,0.0,1.0,0.0
Thu Mar 08 17:39:13 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/bFHQopTOk0,CNN,53,0.0,0.0,1.0,0.0
Thu Mar 08 17:38:04 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/yvva0lx8mC,CNN,54,0.0,0.0,1.0,0.0
Thu Mar 08 17:36:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/HNJtpRQzTC,CNN,55,0.0,0.0,1.0,0.0
Thu Mar 08 17:35:29 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy… https://t.co/YbtMLrEunr,CNN,56,0.0,0.0,1.0,0.0
Thu Mar 08 17:34:23 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign @karunanundy “We have… https://t.co/VQIOWE6xvQ,CNN,57,0.0,0.0,1.0,0.0
Thu Mar 08 17:33:30 +0000 2018,@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF @bobblanddesign “I would make sure tha… https://t.co/g0lYhMLHaf,CNN,58,0.3182,0.0,0.839,0.161
Thu Mar 08 17:32:06 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF @muzoonrakan1 @UNICEF “Listen to women,” says… https://t.co/4rT0n5bAXU",CNN,59,0.0,0.0,1.0,0.0
Thu Mar 08 17:28:28 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz @DVF To achieve gender equality, ""I want to convince everyone to… https://t.co/ZvQCrwCizl",CNN,60,0.3182,0.0,0.798,0.202
Thu Mar 08 17:26:08 +0000 2018,"@theashleygraham @Caitlyn_Jenner @CarmenYulinCruz When you do a job application, you should not have to say your se… https://t.co/OYJEl6gGdt",CNN,61,0.0,0.0,1.0,0.0
Thu Mar 08 17:24:39 +0000 2018,"@theashleygraham @Caitlyn_Jenner ""The one thing I would do to improve gender equality is to ensure that all of our… https://t.co/H3dJOKwSNc",CNN,62,0.6705,0.0,0.756,0.244
Thu Mar 08 17:23:50 +0000 2018,@theashleygraham “Women are brought up to kind of be a second-class citizen” says @Caitlyn_Jenner #IWD2018… https://t.co/VlyKYFDRZ7,CNN,63,0.0,0.0,1.0,0.0
Thu Mar 08 17:21:46 +0000 2018,".@theashleygraham: “We need to ensure that women see themselves portrayed in media, fashion, beauty and beyond.”… https://t.co/NqM1Yvifbz",CNN,64,0.7506,0.0,0.701,0.299
Thu Mar 08 17:17:13 +0000 2018,"To celebrate #IWD2018, @CNN asked women around the world, ""What single thing would you change to improve gender equ… https://t.co/aPUTYl3OAf",CNN,65,0.765,0.0,0.732,0.268
Thu Mar 08 17:05:47 +0000 2018,"Trump on outgoing chief economic adviser Gary Cohn: “He’s been terrific. He may be a globalist, but I still like hi… https://t.co/jTAhyf8gU3",CNN,66,0.7096,0.0,0.711,0.289
Thu Mar 08 16:50:01 +0000 2018,"With America facing a massive nursing shortage, some hospitals are offering five-figure signing bonuses, free housi… https://t.co/qx9N6r3ugj",CNN,67,0.7096,0.091,0.594,0.315
Thu Mar 08 16:35:00 +0000 2018,The US ambassador to Mexico was not invited to a meeting between senior White House adviser Jared Kushner and Mexic… https://t.co/r063UG1OyV,CNN,68,0.0,0.0,1.0,0.0
Thu Mar 08 16:20:08 +0000 2018,One person has been taken into police custody in connection with a shooting that killed one student and injured ano… https://t.co/2ZMe9iO27I,CNN,69,-0.802,0.286,0.714,0.0
Thu Mar 08 16:10:11 +0000 2018,The long history of blaming video games for mass violence https://t.co/LHKHJUgqRx https://t.co/kWT3kF1vby,CNN,70,-0.8074,0.422,0.578,0.0
Thu Mar 08 15:59:06 +0000 2018,Meghan Markle has been baptized into the Church of England https://t.co/0HcgXUmkzm https://t.co/qoCSXwu3EZ,CNN,71,0.0,0.0,1.0,0.0
Thu Mar 08 15:42:36 +0000 2018,Why companies are embracing #InternationalWomensDay https://t.co/WuS6CWYUM5 https://t.co/grZlom9kVF,CNN,72,0.0,0.0,1.0,0.0
Thu Mar 08 15:29:32 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/kM6mhbbBrv,CNN,73,0.0,0.0,1.0,0.0
Thu Mar 08 15:05:55 +0000 2018,"""Somebody needs to stand up"" to California on immigration, Attorney General Jeff Sessions says… https://t.co/IN63gV1NOo",CNN,74,0.0,0.0,1.0,0.0
Thu Mar 08 14:57:50 +0000 2018,"RT @CNNweather: As people recover from back to back nor'easters, some forecast models hint at another storm early next week. 

Keep up-to-d…",CNN,75,0.0,0.0,1.0,0.0
Thu Mar 08 14:51:24 +0000 2018,Hundreds of doctors in Quebec are protesting. They say they make too much. https://t.co/w2GHFWjU4m https://t.co/bN4Ea3Pvds,CNN,76,-0.4215,0.167,0.833,0.0
Thu Mar 08 14:40:11 +0000 2018,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/d888lpEz8q",CNN,77,0.0,0.0,1.0,0.0
Thu Mar 08 14:24:59 +0000 2018,McDonald's is celebrating #InternationalWomensDay by flipping its golden arches https://t.co/biYp1ZduyT https://t.co/oUoEjcizNf,CNN,78,0.5719,0.0,0.73,0.27
Thu Mar 08 14:09:43 +0000 2018,The Florida gun bill spurred by the Parkland school massacre is just one signature away from becoming law. Here's w… https://t.co/A99vriRtoM,CNN,79,-0.34,0.107,0.893,0.0
Thu Mar 08 13:54:03 +0000 2018,President Trump is upset with White House press secretary Sarah Sanders over her responses Wednesday regarding his… https://t.co/SPSg0Bhy30,CNN,80,-0.3818,0.133,0.867,0.0
Thu Mar 08 13:39:07 +0000 2018,"The cast of ""Modern Family"" voices support for ""common-sense gun laws"" putting support behind the students of Parkl… https://t.co/irGz3U8pVj",CNN,81,0.4588,0.101,0.672,0.227
Thu Mar 08 13:15:09 +0000 2018,A White House taken by storm(y) | Analysis by @StCollinson https://t.co/LwbPnJtJuX https://t.co/JmvyB9DlGq,CNN,82,0.0,0.0,1.0,0.0
Thu Mar 08 13:07:38 +0000 2018,"Fred Guttenberg, whose daughter died in the Florida school shooting, rips new NRA ad: ""If this was put out by a ter… https://t.co/mYfIHC8pOw",CNN,83,-0.5574,0.146,0.854,0.0
Thu Mar 08 12:50:05 +0000 2018,"The controversial statue that critics have deemed as ""San Francisco's monument to white supremacy"" is coming off it… https://t.co/yKIpBEV3ja",CNN,84,-0.4215,0.189,0.755,0.057
Thu Mar 08 12:40:11 +0000 2018,'I never told anyone': 5 women's stories of sexual abuse at the Hajj #AsEquals https://t.co/29od5ZBFRv https://t.co/KvJSZCbKyg,CNN,85,-0.6369,0.231,0.769,0.0
Thu Mar 08 12:32:00 +0000 2018,"Tybre Faw traveled 7 hours to see his hero, Dem. Rep. John Lewis, who was in Selma, Alabama, to commemorate the 196… https://t.co/IItXisEVsJ",CNN,86,0.5574,0.0,0.854,0.146
Thu Mar 08 12:30:07 +0000 2018,Some Democratic lawmakers fear arming school staff could harm black and Hispanic students https://t.co/5lbWNzwxQU https://t.co/Tr0YskSZBC,CNN,87,-0.7717,0.34,0.66,0.0
Thu Mar 08 12:21:26 +0000 2018,NASA spacecraft Juno has collected new data on its mission to Jupiter revealing some of the swirling inner mysterie… https://t.co/EIUrtm3rwp,CNN,88,0.0,0.0,1.0,0.0
Thu Mar 08 12:10:11 +0000 2018,"""This is so manipulative."" That's how an anchor at a local TV station owned by Sinclair described the company's lat… https://t.co/QaYLYApLVi",CNN,89,0.0,0.0,1.0,0.0
Thu Mar 08 12:00:21 +0000 2018,"5 things for Thursday:

- The White House
- Russia investigation
- Florida school shooting
- UK and Russia
- Aung S… https://t.co/fe9IBVt8YY",CNN,90,0.0,0.0,1.0,0.0
Thu Mar 08 11:55:05 +0000 2018,Former Trump campaign manager Corey Lewandowski is scheduled to be interviewed by the House Intelligence Committee… https://t.co/Ig19ZKtopE,CNN,91,0.4767,0.0,0.838,0.162
Thu Mar 08 11:48:03 +0000 2018,Why are (some) Democrats signing on to the Republican bank bill? | Analysis by @GregJKrieg https://t.co/bc6G38s4id https://t.co/GXV9znEwuY,CNN,92,0.0,0.0,1.0,0.0
Thu Mar 08 11:43:38 +0000 2018,What will it take for women to live #AsEquals with men? No country has achieved total gender parity yet - #AsEquals… https://t.co/TCGXrQgcR9,CNN,93,-0.296,0.099,0.901,0.0
Thu Mar 08 11:40:10 +0000 2018,"President Trump says his promised tariffs on steel and aluminum imports -- 25% on steel, 10% on aluminum -- would b… https://t.co/dwOqrHSA9t",CNN,94,0.3612,0.0,0.894,0.106
Thu Mar 08 11:35:01 +0000 2018,"President Trump asked his former chief of staff Reince Priebus if special counsel investigators had been ""nice"" dur… https://t.co/YSupdUTrNx",CNN,95,0.4019,0.0,0.87,0.13
Thu Mar 08 11:14:34 +0000 2018,We spoke to nine women who said they found their illegal abortions via Facebook. None believed the procedure was sa… https://t.co/2Yv14LJ7K3,CNN,96,-0.5574,0.153,0.847,0.0
Thu Mar 08 10:49:52 +0000 2018,Meghan Markle has been baptized into the Church of England https://t.co/MIzXBXNMmA https://t.co/8C42ORsRVq,CNN,97,0.0,0.0,1.0,0.0
Thu Mar 08 10:43:59 +0000 2018,"When Brisa de Angulo reported being raped by a family member at the age of 15, she faced intimidation and blame fro… https://t.co/mM8iGnHwVy",CNN,98,-0.8689,0.34,0.66,0.0
Thu Mar 08 10:33:11 +0000 2018,"In Malawi, girls as young as 10 are expected to go to ""chinamwali"" -- a camp where they are taught how to sexually… https://t.co/Ofvb97oTQe",CNN,99,0.0,0.0,1.0,0.0
Thu Mar 08 10:29:00 +0000 2018,The Taliban banned these women from being journalists. Now they run an all-female TV station:… https://t.co/AAyw5jbWf9,CNN,100,-0.4588,0.167,0.833,0.0
Thu Mar 08 22:38:19 +0000 2018,BREAKING: @POTUS: South Korea to make 'major statement' on North Korea at 7 pm ET https://t.co/EOHLSJstjp,FoxNews,1,0.0,0.0,1.0,0.0
Thu Mar 08 22:35:11 +0000 2018,.@jasoninthehouse: “I think a lot of this comes down to the breakdown of the family. I don’t think it’s necessarily… https://t.co/6hbUl6Z5kA,FoxNews,2,0.0,0.0,1.0,0.0
Thu Mar 08 22:25:00 +0000 2018,.@jasoninthehouse: “We’re talking about taking care of ICE officers that are trying to get rid of the criminal elem… https://t.co/KG91k9Dvw5,FoxNews,3,-0.0516,0.138,0.732,0.13
Thu Mar 08 22:18:33 +0000 2018,.@kfc replaces Colonel Sanders with Claudia Sanders for #InternationalWomensDay https://t.co/SlDCSu0atD,FoxNews,4,0.0,0.0,1.0,0.0
Thu Mar 08 22:15:50 +0000 2018,PA Steelworker Thanks @realDonaldTrump: 'These Tariffs Definitely Have an Impact' https://t.co/ZbGaTiokfU,FoxNews,5,0.6808,0.0,0.616,0.384
Thu Mar 08 22:07:45 +0000 2018,SMILE! These two penguins in Antarctica aren't too cool to pose for selfies. https://t.co/ZdNfbmMKBK,FoxNews,6,0.3742,0.112,0.686,0.202
Thu Mar 08 22:02:00 +0000 2018,".@SecretaryRoss on @realDonaldTrump keeping his campaign promises: ""Anybody who doubts the president's sense of con… https://t.co/zm2zUBIDSC",FoxNews,7,0.1027,0.117,0.745,0.138
Thu Mar 08 22:00:01 +0000 2018,"Lt. Gen. Jerry Boykin on North Korea: ""I do not believe that Kim is gonna give up his nuclear weapons. He and his f… https://t.co/ebV97szyhN",FoxNews,8,-0.4404,0.108,0.892,0.0
Thu Mar 08 21:55:06 +0000 2018,"RT @FOXTV: An explosive television event, “O.J. Simpson: The Lost Confession?” airs Sunday, March 11 at 8/7c on #Fox. https://t.co/wxDffDZU…",FoxNews,9,-0.3182,0.108,0.892,0.0
Thu Mar 08 21:51:45 +0000 2018,".@SecretaryRoss on steel, aluminum tariffs: ""It's just the start of unleashing American industry from the unfair tr… https://t.co/E9CZbuyEuT",FoxNews,10,-0.4767,0.154,0.846,0.0
Thu Mar 08 21:48:39 +0000 2018,"Moments ago, President @realDonaldTrump signed an order that imposed tariffs on steel and aluminum imports from all… https://t.co/K7suxdQG21",FoxNews,11,-0.0772,0.071,0.929,0.0
Thu Mar 08 21:40:00 +0000 2018,"""I love my son more than anything in this world...but at the end of the day, I'm responsible for his choices in lif… https://t.co/98ArYafPFM",FoxNews,12,0.7579,0.0,0.772,0.228
Thu Mar 08 21:35:00 +0000 2018,Man arrested for calling 911 four times to complain about clam chowder https://t.co/SdzeLwYAXO,FoxNews,13,-0.6808,0.337,0.663,0.0
Thu Mar 08 21:30:00 +0000 2018,OPINION: Our obsession with high scores is killing us -- Not everything that can be counted counts https://t.co/gn2TYS8MzX,FoxNews,14,-0.7783,0.298,0.702,0.0
Thu Mar 08 21:29:29 +0000 2018,"Trump signs order imposing tariffs on all imports of steel, aluminum; exempts Mexico, Canada for now - via… https://t.co/emcNvii3K4",FoxNews,15,-0.1027,0.076,0.924,0.0
Thu Mar 08 21:25:00 +0000 2018,Wild @goodyear tires grow and breathe https://t.co/eCRV1X6rH8,FoxNews,16,0.0,0.0,1.0,0.0
Thu Mar 08 21:20:00 +0000 2018,North Korea and Kim Jong Un: Meet the known key players in the regime https://t.co/3DgW5EDL13,FoxNews,17,0.0,0.0,1.0,0.0
Thu Mar 08 21:17:13 +0000 2018,BREAKING: @POTUS signs order that imposes tariffs on steel and aluminum imports from all foreign countries.… https://t.co/FH6PUQCypW,FoxNews,18,-0.1027,0.08,0.92,0.0
Thu Mar 08 21:17:00 +0000 2018,The @Volkswagen Beetle will soon be squashed https://t.co/FSh8BCb7XN,FoxNews,19,0.0,0.0,1.0,0.0
Thu Mar 08 21:12:20 +0000 2018,Stocks gain as trade war fears ease. @TeamCavuto https://t.co/3GtCbGLWTZ,FoxNews,20,-0.2023,0.381,0.284,0.335
Thu Mar 08 21:12:00 +0000 2018,.@realDonaldTrump and the Russia investigation: What to know https://t.co/RfuNVtQP0p,FoxNews,21,0.0,0.0,1.0,0.0
Thu Mar 08 21:07:58 +0000 2018,.@SebGorka Targets Tech Companies: How About Censoring Jihadis Instead of Conservatives? https://t.co/sh78a4Y5FV,FoxNews,22,0.0,0.0,1.0,0.0
Thu Mar 08 21:00:24 +0000 2018,".@POTUS: ""American companies have not been treated fairly, and some American companies frankly have taken advantage… https://t.co/vz0yTorQU9",FoxNews,23,0.0,0.0,1.0,0.0
Thu Mar 08 20:57:38 +0000 2018,".@POTUS: ""I have a feeling we're going to make a deal on NAFTA...and if we do, there won't be any tariffs on Canada… https://t.co/ls96n5KbzA",FoxNews,24,0.128,0.0,0.933,0.067
Thu Mar 08 20:54:57 +0000 2018,".@POTUS: ""The workers who poured their souls into building this great nation were betrayed. But that betrayal is no… https://t.co/lismfax3bN",FoxNews,25,-0.4451,0.263,0.573,0.164
Thu Mar 08 20:52:25 +0000 2018,".@POTUS: ""The actions that were taken today were not a matter of choice, they're a matter of necessity for our secu… https://t.co/xGb5ltgDhl",FoxNews,26,-0.0382,0.107,0.893,0.0
Thu Mar 08 20:50:22 +0000 2018,".@POTUS: ""The American steel and aluminum industry has been ravaged by aggressive foreign trade practices. It's rea… https://t.co/pmxIb5H4Gf",FoxNews,27,-0.1531,0.086,0.914,0.0
Thu Mar 08 20:50:00 +0000 2018,President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for the women in Am… https://t.co/jPjs5rJ8Tq,FoxNews,28,0.765,0.081,0.571,0.348
Thu Mar 08 20:48:53 +0000 2018,".@POTUS: ""There's no tax if the product is made in the USA. You don't want to pay tax? Bring your plant to the USA."" https://t.co/VOBu0DA4vE",FoxNews,29,-0.2792,0.128,0.823,0.049
Thu Mar 08 20:47:27 +0000 2018,".@POTUS: ""Today I'm defending America's national security by placing tariffs on foreign imports of steel and alumin… https://t.co/SzIRDYkqjO",FoxNews,30,0.34,0.0,0.876,0.124
Thu Mar 08 20:45:44 +0000 2018,".@POTUS: ""We have to protect and build our steel and aluminum industries, while at the same time showing great flex… https://t.co/JQysN1NTci",FoxNews,31,0.7717,0.0,0.739,0.261
Thu Mar 08 20:44:06 +0000 2018,".@POTUS: ""Steel is steel. If you don't have steel, you don't have a country."" https://t.co/xtX2zZPWx9",FoxNews,32,0.0,0.0,1.0,0.0
Thu Mar 08 20:43:48 +0000 2018,".@POTUS: ""A strong steel and aluminum industry are vital to our national security."" https://t.co/PhoK2i3TxD",FoxNews,33,0.6705,0.0,0.686,0.314
Thu Mar 08 20:42:28 +0000 2018,".@POTUS: ""I am honored to be here with our incredible steel and aluminum workers, and you are truly the backbone of… https://t.co/2uaWFN00BO",FoxNews,34,0.7717,0.0,0.749,0.251
Thu Mar 08 20:39:41 +0000 2018,".@SpeakerRyan on GA lawmakers nixing tax break for Delta amid NRA position: ""I do think in this entire debate on bo… https://t.co/khJfLBwuoF",FoxNews,35,0.0,0.0,1.0,0.0
Thu Mar 08 20:39:04 +0000 2018,"RT @FoxBusiness: Trump rolling out big trade tariffs, sparing Mexico, Canada https://t.co/sgslDxwmLg",FoxNews,36,0.0,0.0,1.0,0.0
Thu Mar 08 20:37:58 +0000 2018,WATCH LIVE: @POTUS signs an order to impose tariffs on steel and aluminum imports. https://t.co/SCtUVTYNxk,FoxNews,37,-0.296,0.136,0.864,0.0
Thu Mar 08 20:37:02 +0000 2018,RT @FoxBusiness: #BreakingNews: @POTUS to impose tariffs on steel and aluminum but is exempting Mexico and Canada for now. @BlakeBurman wit…,FoxNews,38,-0.1531,0.074,0.926,0.0
Thu Mar 08 20:33:33 +0000 2018,".@DLoesch on @GovMalloyOffice likening @NRA to terrorists: ""Maybe making my kids get all their homework done makes… https://t.co/K1DC5eMqBt",FoxNews,39,-0.6249,0.194,0.806,0.0
Thu Mar 08 20:31:15 +0000 2018,Washington state school district arms teachers: 'It protects the kids' https://t.co/VmxZvLUEiT,FoxNews,40,0.3182,0.0,0.813,0.187
Thu Mar 08 20:26:24 +0000 2018,SOON: @POTUS to sign off on steel and aluminum tariffs. @ShepNewsTeam https://t.co/AGd6Q5AOY6 https://t.co/WAE2wcQHpR,FoxNews,41,0.0,0.0,1.0,0.0
Thu Mar 08 20:19:59 +0000 2018,"'Sopranos' prequel movie in the works from creator David Chase, report says https://t.co/xbhmriXtQZ",FoxNews,42,0.0,0.0,1.0,0.0
Thu Mar 08 20:17:11 +0000 2018,Former Trump campaign chairman Paul Manafort pleads not guilty to charges @ShepNewsTeam https://t.co/NMt6pxu9DZ https://t.co/g7WArsJfJd,FoxNews,43,0.4847,0.0,0.743,0.257
Thu Mar 08 20:16:45 +0000 2018,"Trump imposing tariffs on all steel, aluminum imports; exempts Mexico and Canada for now - via @brookefoxnews… https://t.co/Z6p20jrdKw",FoxNews,44,-0.1027,0.08,0.92,0.0
Thu Mar 08 20:16:17 +0000 2018,.@ICEgov Director Calls Out 'Political Game' by CA Dems: 'They Don't Want to Know the Facts' https://t.co/ZOf3stHY4H https://t.co/zvssKjsKHO,FoxNews,45,-0.0572,0.067,0.933,0.0
Thu Mar 08 20:10:51 +0000 2018,Jon Favreau to write 'Star-Wars' live-action TV series https://t.co/1UJ8UKVSL7,FoxNews,46,0.0,0.0,1.0,0.0
Thu Mar 08 20:09:47 +0000 2018,RT @FoxBusiness: U.S. steel imports: https://t.co/e3QBlQLoTB,FoxNews,47,0.0,0.0,1.0,0.0
Thu Mar 08 20:07:29 +0000 2018,New Jersey driver killed after driving around barricade onto live wires https://t.co/uogp6Hkmhi,FoxNews,48,-0.6705,0.29,0.71,0.0
Thu Mar 08 20:01:39 +0000 2018,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfEHFy https://t.co/Ifb7vbWX2G",FoxNews,49,0.0,0.0,1.0,0.0
Thu Mar 08 19:58:47 +0000 2018,Virginia man to give away engagement ring to 'lucky couple' https://t.co/axK3nSYz8x,FoxNews,50,0.7003,0.0,0.608,0.392
Thu Mar 08 19:55:21 +0000 2018,".@LeonHWolf on @POTUS' tariffs: ""Laying an across the board tariff is a bad idea...there are way, way more people w… https://t.co/F2M7QyCqKs",FoxNews,51,-0.5423,0.156,0.844,0.0
Thu Mar 08 19:49:40 +0000 2018,"Earlier today, @FLOTUS tweeted her celebration of #InternationalWomensDay. https://t.co/Y6vcQ2jGZ4 https://t.co/uDBIgK6Qz3",FoxNews,52,0.0,0.0,1.0,0.0
Thu Mar 08 19:47:11 +0000 2018,WATCH: @realDonaldTrump's 'Madman Approach' to North Korea Gets Credit From Mainstream Media https://t.co/QFQgiUWa0L,FoxNews,53,0.3818,0.0,0.822,0.178
Thu Mar 08 19:42:03 +0000 2018,"Mexican presidential hopeful campaigns in California, slams @realDonaldTrump and backs illegal immigrants https://t.co/BKYJ2Z5dzv",FoxNews,54,-0.128,0.265,0.552,0.182
Thu Mar 08 19:38:16 +0000 2018,U.S. Congress job performance. https://t.co/gbyk9flzsW,FoxNews,55,0.0,0.0,1.0,0.0
Thu Mar 08 19:38:12 +0000 2018,.@Stanford rejects College Republicans' proposed logo because it shows American flag https://t.co/e82rZbjZhE,FoxNews,56,-0.4939,0.225,0.775,0.0
Thu Mar 08 19:34:11 +0000 2018,Professor on leave after telling Asian-American couple to 'go back to your home country' https://t.co/dHHwHH5lUl,FoxNews,57,-0.0516,0.079,0.921,0.0
Thu Mar 08 19:31:08 +0000 2018,.@KristinBTate: Women of Trump Admin Would Be 'Worshipped' by Media If They Were Liberals #InternationalWomensDay https://t.co/Bg9m6Yraq4,FoxNews,58,0.0,0.0,1.0,0.0
Thu Mar 08 19:19:58 +0000 2018,"Moments ago, California Sen. @KamalaHarris slammed President @realDonaldTrump and AG Jeff Sessions over immigration… https://t.co/hw6OSsqfg5",FoxNews,59,0.0,0.0,1.0,0.0
Thu Mar 08 19:15:39 +0000 2018,".@SpeakerRyan visits The Home Depot's Store Support Center in Atlanta, one of the companies that rewarded its hourl… https://t.co/m2NUslwR1M",FoxNews,60,0.7096,0.0,0.742,0.258
Thu Mar 08 19:05:00 +0000 2018,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/FVVQ1QiT7o",FoxNews,61,0.0,0.0,1.0,0.0
Thu Mar 08 19:00:00 +0000 2018,"Sgt. @Sean_C_Larkin: “I've been a police officer 21 years...the respect for police officers has changed, and it's s… https://t.co/kOrv3R4R3l",FoxNews,62,0.4767,0.0,0.846,0.154
Thu Mar 08 18:57:46 +0000 2018,Violent brawl delays Southwest Airlines flight after overhead bin fight https://t.co/Ak0o8YW0Uy,FoxNews,63,-0.7579,0.419,0.581,0.0
Thu Mar 08 18:50:27 +0000 2018,".@LaraLeaTrump: ""The reality is women a lot of times I don't think are voicing their support for @POTUS because som… https://t.co/xpgBd83nux",FoxNews,64,0.4019,0.0,0.87,0.13
Thu Mar 08 18:47:12 +0000 2018,".@LaraLeaTrump: ""@JoeBiden has been living off #TheSwamp for five decades."" #OutnumberedOT https://t.co/xhOZZtZEn6",FoxNews,65,0.0,0.0,1.0,0.0
Thu Mar 08 18:44:01 +0000 2018,".@HomeDepot pledges $50 million to train 20,000 skilled laborers, military veterans wanted https://t.co/7W5vGe6Ust",FoxNews,66,0.0,0.0,1.0,0.0
Thu Mar 08 18:39:48 +0000 2018,Nimble dad delivers daughter in front seat of car and cuts umbilical cord with shoelace https://t.co/SCbku4I3Zq,FoxNews,67,-0.296,0.128,0.872,0.0
Thu Mar 08 18:32:14 +0000 2018,JUST IN: UK officials say 21 people now being treated in ex-Russian spy poisoning https://t.co/jFV1ldJzGf,FoxNews,68,-0.5859,0.213,0.787,0.0
Thu Mar 08 18:30:00 +0000 2018,"At a Cabinet meeting today, President @realDonaldTrump slammed Oakland Mayor @LibbySchaaf. https://t.co/zpLyEfn6gY https://t.co/H7vWy5vYLk",FoxNews,69,0.0,0.0,1.0,0.0
Thu Mar 08 18:24:43 +0000 2018,"Trump's parting words to adviser Gary Cohn: 'He may be a globalist, but I still like him' - via @brookefoxnews 
https://t.co/23WrcB0yS4",FoxNews,70,0.5023,0.0,0.84,0.16
Thu Mar 08 18:23:39 +0000 2018,"'Where Is Their Disavowal?': @kimguilfoyle Rips Group of House Dems for @LouisFarrakhan Connections
https://t.co/rnIybLHgoA",FoxNews,71,0.0,0.0,1.0,0.0
Thu Mar 08 18:15:20 +0000 2018,".@seanspicer: ""This has nothing to do with [@PaulManafort's] actions stemming from the Trump campaign.""… https://t.co/d5PTwwAnjU",FoxNews,72,0.0,0.0,1.0,0.0
Thu Mar 08 18:15:00 +0000 2018,".@NASA releases 'unearthly' pictures of Jupiter, showing 9 massive cyclones with Category 5 hurricane wind speeds… https://t.co/4zMbJ152uW",FoxNews,73,0.0,0.0,1.0,0.0
Thu Mar 08 18:11:40 +0000 2018,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw,FoxNews,74,0.0,0.0,1.0,0.0
