Date,Tweet,Tweet Account,Tweet Ago,compound_list,negative_list,neutral_list,positive_list
Thu Mar 08 18:04:01 +0000 2018,Disney boss tells shareholders that ‘The View’ star Joy Behar apologized for anti-Christian remarks https://t.co/Q5Om2ALO57,FoxNews,75,0.7269,0.0,0.681,0.319
Thu Mar 08 18:02:11 +0000 2018,#InternationalWomensDay sparks reactions from big name celebrities https://t.co/LO9Xw9wcXO,FoxNews,76,0.0,0.0,1.0,0.0
Thu Mar 08 17:55:00 +0000 2018,.@washingtonpost calls out @DNC Chair @TomPerez over false claim that DNC hit fundraising records. https://t.co/eLjVTDLYUz,FoxNews,77,0.0,0.0,1.0,0.0
Thu Mar 08 17:50:00 +0000 2018,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/Uh5SVUHsu8",FoxNews,78,0.5023,0.0,0.822,0.178
Thu Mar 08 17:45:00 +0000 2018,MOMENTS AGO: Former @POTUS campaign chair @PaulManafort appears at U.S. district court for an arraignment hearing. https://t.co/j9y9vUBIr4,FoxNews,79,0.0,0.0,1.0,0.0
Thu Mar 08 17:40:00 +0000 2018,".@POTUS: ""We're going to protect the American worker."" https://t.co/zLnXKFCO4t",FoxNews,80,0.3818,0.0,0.755,0.245
Thu Mar 08 17:32:17 +0000 2018,"Ex-@FoodNetwork star says @POTUS scares immigrants, shrinking the workforce - via @FoxBusiness https://t.co/9X36Vq3xpe",FoxNews,81,-0.34,0.179,0.821,0.0
Thu Mar 08 17:24:43 +0000 2018,Dreamers to Democrats: We're tired of your lies https://t.co/0gdvZlQpio,FoxNews,82,-0.6908,0.449,0.551,0.0
Thu Mar 08 17:12:17 +0000 2018,"Moments ago, President @realDonaldTrump celebrated #InternationalWomensDay by touting positive economic news for th… https://t.co/zn4nRtFZlZ",FoxNews,83,0.765,0.085,0.55,0.365
Thu Mar 08 17:03:15 +0000 2018,".@POTUS: ""@NASA's making tremendous strides and we're using a lot of private money."" https://t.co/Qq2xeLAcXI",FoxNews,84,0.0,0.0,1.0,0.0
Thu Mar 08 17:01:48 +0000 2018,".@POTUS: ""This is Gary Cohn's last meeting... He may be a globalist but I still like him."" https://t.co/AZO4dYLacX",FoxNews,85,0.5023,0.0,0.822,0.178
Thu Mar 08 17:00:15 +0000 2018,".@POTUS: ""What the mayor of Oakland did the other day was a disgrace."" https://t.co/d40THxgiYl",FoxNews,86,0.0,0.0,1.0,0.0
Thu Mar 08 16:59:56 +0000 2018,".@POTUS: ""You want the money, you can't have sanctuary cities."" https://t.co/laEJX04LNc",FoxNews,87,0.0772,0.0,0.885,0.115
Thu Mar 08 16:59:33 +0000 2018,"RT @FoxBusiness: .@POTUS: ""Bump stocks"" are going to be gone. https://t.co/4sW7sepiYO",FoxNews,88,0.0,0.0,1.0,0.0
Thu Mar 08 16:58:28 +0000 2018,".@POTUS: ""We're working to harden our schools and to make them less vulnerable to attack."" https://t.co/hP8NEsqmYf",FoxNews,89,-0.1548,0.097,0.903,0.0
Thu Mar 08 16:57:03 +0000 2018,".@POTUS: ""The unemployment rate for women in our workforce is at an 18-year low."" #InternationalWomensDay https://t.co/nMQQi2MQ05",FoxNews,90,-0.4404,0.162,0.838,0.0
Thu Mar 08 16:56:28 +0000 2018,".@POTUS: ""Today is #InternationalWomensDay and we're proud in all of the measures we've taken economically to empow… https://t.co/JOW2fXCQmH",FoxNews,91,0.4767,0.0,0.846,0.154
Thu Mar 08 16:55:52 +0000 2018,".@POTUS: ""We're going to protect the American worker."" https://t.co/D0sJdWnsW4",FoxNews,92,0.3818,0.0,0.755,0.245
Thu Mar 08 16:55:01 +0000 2018,".@POTUS: ""We've created almost 3 million new jobs since the election."" https://t.co/A3LhA89pXm",FoxNews,93,0.25,0.0,0.833,0.167
Thu Mar 08 16:55:00 +0000 2018,"Chicago bus crash caught in crazy surveillance video, 6 injured https://t.co/ARxzY5LMul",FoxNews,94,-0.7783,0.527,0.473,0.0
Thu Mar 08 16:54:36 +0000 2018,".@POTUS: ""Our very massive tax cuts are continuing to show tremendous results. 90% of American workers are already… https://t.co/A4vho31zx8",FoxNews,95,-0.3535,0.12,0.88,0.0
Thu Mar 08 16:49:22 +0000 2018,New York Times issues embarrassing correction after botching story attacking Trump’s tax plan https://t.co/1EqiEwoPsR,FoxNews,96,-0.6808,0.318,0.682,0.0
Thu Mar 08 16:39:59 +0000 2018,.@Oprah's ultra-PC #WrinkleinTime stung with bad reviews as ‘cringeworthy’ $100 million dollar @Disney movie could… https://t.co/gad9Z1bbgI,FoxNews,97,-0.5423,0.189,0.811,0.0
Thu Mar 08 16:34:28 +0000 2018,"Israeli Prime Minister @Netanyahu attends the opening of a special exhibit at the @UN celebrating 3,000 years of Je… https://t.co/0knlzJjJHX",FoxNews,98,0.7506,0.0,0.726,0.274
Thu Mar 08 16:33:33 +0000 2018,"53-year-old man allegedly stabs deputy, hurts another in California https://t.co/YJlcB4Z4w3 #FoxNewsUS",FoxNews,99,-0.7184,0.4,0.6,0.0
Thu Mar 08 16:28:51 +0000 2018,Army sets sights on new sniper rifle https://t.co/8FOgpH1cAw,FoxNews,100,0.0,0.0,1.0,0.0
Thu Mar 08 22:32:06 +0000 2018,RT @dougmillsnyt: .@realDonaldTrump hands out pens to steel workers after signing an order imposing stiff and sweeping new tariffs on impor…,nytimes,1,-0.1027,0.065,0.935,0.0
Thu Mar 08 22:25:02 +0000 2018,Here’s Cardi B’s “Bodak Yellow” and your 3 minutes 44 seconds of frankness in a year of feminist pandering https://t.co/OFTxde8e4U,nytimes,2,0.0,0.0,1.0,0.0
Thu Mar 08 22:05:05 +0000 2018,"“I am a pawn caught between the federal and state governments, like a child between 2 fighting parents. Each is thr… https://t.co/iJYsW8BVXs",nytimes,3,0.0,0.114,0.773,0.114
Thu Mar 08 21:55:07 +0000 2018,"“It’s more than just racist,” one activist said. “It celebrates human subjugation.” https://t.co/eHZNoiKExV",nytimes,4,0.5719,0.0,0.764,0.236
Thu Mar 08 21:45:08 +0000 2018,Unsubscribing from IRL junk mail is almost as easy as unsubscribing from email spam https://t.co/x9AHYuxw63,nytimes,5,0.0314,0.138,0.717,0.145
Thu Mar 08 21:35:08 +0000 2018,One NYT reader's reaction to a group of U.S. allies signing a broad trade deal that was originally conceived by the… https://t.co/vuaOELJ0Nw,nytimes,6,0.0,0.0,1.0,0.0
Thu Mar 08 21:30:26 +0000 2018,"RT @DanBilefsky: Here is how my Quebec road trip is shaping up as Canadians share tips, infused with a love of la Belle province -  https:/…",nytimes,7,0.7506,0.0,0.775,0.225
Thu Mar 08 21:25:07 +0000 2018,"With no collective bargaining rights, no contract and no legal right to strike, West Virginia teachers managed to m… https://t.co/ZGt0V3TPy9",nytimes,8,-0.6808,0.329,0.61,0.061
Thu Mar 08 21:15:13 +0000 2018,"RT @rickgladstone: Some women, impatient over the fight for equality and glacial pace of change, found large and small ways to protest — wi…",nytimes,9,-0.7003,0.254,0.746,0.0
Thu Mar 08 21:05:03 +0000 2018,Deceptively simple to make and the payoff is just sublime https://t.co/q3LkEi3CGq,nytimes,10,0.0,0.0,1.0,0.0
Thu Mar 08 21:02:29 +0000 2018,"Breaking News: President Trump signed orders authorizing tariffs on steel and aluminum, sparing Canada and Mexico a… https://t.co/caCAWB3EJc",nytimes,11,0.0,0.0,1.0,0.0
Thu Mar 08 20:55:04 +0000 2018,"RT @EricNagourney: BREAKING. Charlotte Brontë, woman who gave the world ‘Jane Eyre,’ has died. In, um, 1855. The NYT's @susandominus and it…",nytimes,12,-0.5574,0.146,0.854,0.0
Thu Mar 08 20:45:14 +0000 2018,"In Opinion

Op-Ed contributors John McCain and Angelina Jolie write, ""Around the world, there is profound concern t… https://t.co/INrpy9G6vp",nytimes,13,0.0,0.0,1.0,0.0
Thu Mar 08 20:44:41 +0000 2018,RT @amyfiscus: Here are the Facebook messages that a low-level Trump campaign aide in Florida unwittingly sent to Russian trolls https://t.…,nytimes,14,0.0,0.0,1.0,0.0
Thu Mar 08 20:35:09 +0000 2018,"A revamped TPP has been signed by Canada, Japan and 9 other nations. The U.S. had backed out of the sweeping trade… https://t.co/dlo4ZiiHTA",nytimes,15,0.0258,0.0,0.948,0.052
Thu Mar 08 20:25:09 +0000 2018,From everyone cares and everything matters to no one cares and nothing matters. Here are 25 songs that tell us wher… https://t.co/WrWO20bfRl,nytimes,16,0.6124,0.08,0.62,0.299
Thu Mar 08 20:15:14 +0000 2018,"RT @peterbakernyt: As aides head for the doors in record numbers, Trump increasingly relies on his own judgment, in effect operating a pres…",nytimes,17,0.0,0.0,1.0,0.0
Thu Mar 08 20:05:07 +0000 2018,"“It’s sort of disheartening at first to realize how much we humans are responsible,"" one MIT researcher said of fal… https://t.co/Is8MHKlM3C",nytimes,18,-0.4754,0.134,0.866,0.0
Thu Mar 08 20:02:56 +0000 2018,"In this commercial, see how The New York Times shines a light on women’s rights around the world… https://t.co/IYXFimC3RY",nytimes,19,0.0,0.0,1.0,0.0
Thu Mar 08 19:55:06 +0000 2018,"The sickle cell mutation arose 7,300 years ago in just one person in West Africa, scientists say. Its purpose: a sh… https://t.co/uvwLqD4yiI",nytimes,20,0.0,0.0,1.0,0.0
Thu Mar 08 19:45:06 +0000 2018,"Despite ominous rumblings, a trade war is not inevitable. Here's why. https://t.co/VTWS84K9GR",nytimes,21,-0.743,0.412,0.588,0.0
Thu Mar 08 19:35:03 +0000 2018,RT @TomJolly: A unique @nytimes special section coming Sunday devoted to  remarkable women who were overlooked in our obituaries - until no…,nytimes,22,0.836,0.042,0.613,0.345
Thu Mar 08 19:25:06 +0000 2018,"Michael B. Jordan says his company will adopt inclusion riders, the diversity effort championed by Frances McDorman… https://t.co/TWUvNJcIqX",nytimes,23,0.4404,0.0,0.804,0.196
Thu Mar 08 19:15:11 +0000 2018,RT @nytvideo: Today is International Women's Day. These are our best videos about women around the world: https://t.co/qcOdXNPcrh,nytimes,24,0.6369,0.0,0.802,0.198
Thu Mar 08 19:05:51 +0000 2018,"Here’s how @bxchen rated the Galaxy S9’s new features, using a series of AR Emoji https://t.co/UtoqDZpYSt https://t.co/Td3HZnYFsh",nytimes,25,0.0,0.0,1.0,0.0
Thu Mar 08 18:55:07 +0000 2018,"Peter Thiel, Silicon Valley’s iconoclast, argues that the anger being turned on Facebook is less about Russia and m… https://t.co/M001mevhc5",nytimes,26,-0.743,0.259,0.741,0.0
Thu Mar 08 18:45:07 +0000 2018,RT @MaggieAstor: The Florida legislature passed its first gun control bill in years. Here's what's in it. https://t.co/NA0srjqxYA,nytimes,27,-0.34,0.124,0.876,0.0
Thu Mar 08 18:35:08 +0000 2018,"Adam Rippon: ""I kind of have a feeling that I’ve used the Olympics to get myself to meet the world"" https://t.co/jycpwaju5R",nytimes,28,0.128,0.0,0.927,0.073
Thu Mar 08 18:25:03 +0000 2018,Cigna struck a big deal for Express Scripts. Here's what it reveals about health care. https://t.co/fm175MQ0TQ,nytimes,29,0.296,0.11,0.714,0.176
Thu Mar 08 18:15:07 +0000 2018,"RT @nytopinion: The next Standing Rock may be in Oregon, where the Klamath Tribes have joined with other Native American tribes to oppose a…",nytimes,30,0.0,0.0,1.0,0.0
Thu Mar 08 18:05:03 +0000 2018,"President Trump said he might spare close allies such as Canada, Mexico and Australia from the stiff new tariffs he… https://t.co/J4W0zK6fau",nytimes,31,0.0,0.0,1.0,0.0
Thu Mar 08 17:54:03 +0000 2018,RT @ckoettl: 1/8 Here’s how we used satellite images &amp; geographic data to find burned villages in the Democratic Republic of Congo. We comb…,nytimes,32,0.0,0.0,1.0,0.0
Thu Mar 08 17:45:08 +0000 2018,President Trump said violent video games and movies may play a role in school shootings — a claim that has been rej… https://t.co/Oic9z5FW93,nytimes,33,-0.3612,0.16,0.741,0.099
Thu Mar 08 17:35:07 +0000 2018,Clocks spring forward this weekend. Florida never wants them to fall back. https://t.co/tWqLL2Qooe,nytimes,34,0.0,0.0,1.0,0.0
Thu Mar 08 17:27:00 +0000 2018,"Henrietta Lacks 1920-1951

Cancer cells were taken from her body without permission. They led to a medical revoluti… https://t.co/ahGsObOCRA",nytimes,35,-0.6597,0.206,0.794,0.0
Thu Mar 08 17:23:00 +0000 2018,"Qiu Jin 1875-1907

With her passion for wine and bomb making, Qiu Jin was unlike most women born in late 19th-centu… https://t.co/BkarOc1r1g",nytimes,36,-0.0516,0.122,0.763,0.115
Thu Mar 08 17:19:00 +0000 2018,"Sylvia Plath 1932-1963

“Out of the ash
I rise with my red hair
And I eat men like air.” https://t.co/2BZvaJLlKW",nytimes,37,0.3612,0.0,0.872,0.128
Thu Mar 08 17:15:01 +0000 2018,"We are committed to doing better. We’ll be adding to this collection each week, as Overlooked becomes a regular fea… https://t.co/iRt1DJFcm4",nytimes,38,0.5994,0.048,0.736,0.216
Thu Mar 08 17:12:35 +0000 2018,"Historically, distant conflicts have been difficult to analyze. But new technologies allow us to investigate them i… https://t.co/KQLgXtpJmj",nytimes,39,-0.4939,0.232,0.682,0.086
Thu Mar 08 17:05:08 +0000 2018,"We used NASA data, satellite imagery and video forensics to investigate a recent flare-up of violence in the Democr… https://t.co/kb4GS4GERK",nytimes,40,-0.6249,0.186,0.814,0.0
Thu Mar 08 16:55:10 +0000 2018,"If you’re worried about the stock market, find someone to give you a hug. Let us explain. https://t.co/4fY0CMPQbY",nytimes,41,0.2263,0.108,0.739,0.153
Thu Mar 08 16:45:17 +0000 2018,RT @SarahMaslinNir: Yeah the subways are bad. Have you tried riding the bus?  My story on what’s gone wrong as the city buses lose record r…,nytimes,42,-0.7964,0.278,0.657,0.066
Thu Mar 08 16:30:17 +0000 2018,"""In my career, and I’ve been doing this since I was 14, I’ve never seen anything like this. So many more young peop… https://t.co/jJf19q2wln",nytimes,43,-0.2755,0.088,0.912,0.0
Thu Mar 08 16:15:16 +0000 2018,"RT @nytopinion: Trump's hires include people who confess to crimes, who are secretly operating as foreign agents, who allegedly beat their…",nytimes,44,0.0,0.0,1.0,0.0
Thu Mar 08 16:08:07 +0000 2018,An ex-Russian spy and his daughter are in critical but stable condition after being poisoned by a nerve agent in En… https://t.co/gUX0Uxm4YT,nytimes,45,-0.4854,0.222,0.673,0.105
Thu Mar 08 16:00:22 +0000 2018,How to spend 36 hours in Auckland https://t.co/iMTInGZYN8,nytimes,46,0.0,0.0,1.0,0.0
Thu Mar 08 15:46:03 +0000 2018,RT @nytpolitics: Robert Mueller has learned of two conversations in recent months in which President Trump asked key witnesses about matter…,nytimes,47,0.0,0.0,1.0,0.0
Thu Mar 08 15:30:04 +0000 2018,"""I collected active-fire data from NASA — thermal anomalies, or hot spots, that are recorded daily. It showed dozen… https://t.co/86kdZT9vJt",nytimes,48,0.0,0.0,1.0,0.0
Thu Mar 08 15:16:03 +0000 2018,The Republican-controlled House plans to vote next week on legislation to beef up security at the nation's schools https://t.co/KspRcraIP6,nytimes,49,0.34,0.0,0.882,0.118
Thu Mar 08 15:04:52 +0000 2018,"@NatalieOrnell This is just a start. We’ll be adding to this collection each week, as Overlooked becomes a regular… https://t.co/wIgq14YgOD",nytimes,50,-0.0258,0.061,0.939,0.0
Thu Mar 08 15:00:37 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/LplSWO0gCH https://t.co/eGXYbEWLYF,nytimes,51,0.0,0.0,1.0,0.0
Thu Mar 08 14:43:05 +0000 2018,RT @nytgraphics: Airports and cities around the Bay Area could be submerged in 80 years https://t.co/4WHKg5C4a2,nytimes,52,0.0,0.0,1.0,0.0
Thu Mar 08 14:29:03 +0000 2018,"Florida gun bill: What's in it, and what isn't https://t.co/WP3uMOood0",nytimes,53,-0.34,0.211,0.789,0.0
Thu Mar 08 14:21:12 +0000 2018,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/cj4LG0F1U1,nytimes,54,-0.6249,0.242,0.758,0.0
Thu Mar 08 14:11:04 +0000 2018,"Feminist groups in Spain asked women to spend no money and to ignore chores for the day to go on a ""domestic"" strike https://t.co/Xq1ooSX9sg",nytimes,55,-0.6369,0.237,0.763,0.0
Thu Mar 08 14:00:29 +0000 2018,China pledged to hit back at the United States if it sets off a trade war https://t.co/3UuDGD2gjF,nytimes,56,-0.2732,0.188,0.676,0.135
Thu Mar 08 13:44:04 +0000 2018,"New York City’s failing subways get a lot of attention. But its buses, which serve a more vulnerable population, ar… https://t.co/RhKDwRqBHN",nytimes,57,-0.6697,0.244,0.756,0.0
Thu Mar 08 13:31:04 +0000 2018,Stormy Daniels was the topic du jour of late night comedy on Wednesday. A roundup: https://t.co/mg7cidxv1k,nytimes,58,0.3612,0.0,0.848,0.152
Thu Mar 08 13:20:02 +0000 2018,President Trump dined at the ornate home of a prominent Washington lawyer with wealthy donors who are expected to p… https://t.co/Hs5DJf5S71,nytimes,59,0.5859,0.0,0.789,0.211
Thu Mar 08 13:08:00 +0000 2018,"Ida B. Wells 1862-1931

“Somebody must show that the Afro-American race is more sinned against than sinning, and it… https://t.co/iu4vU15aBD",nytimes,60,0.25,0.0,0.905,0.095
Thu Mar 08 13:04:00 +0000 2018,"Madhubala 1933-1969

Madhubala was barely 16 when she became a Bollywood superstar. And she was uninhibited for an… https://t.co/rjxSx8Tg5o",nytimes,61,0.0,0.0,1.0,0.0
Thu Mar 08 13:00:06 +0000 2018,"Since 1851, obituaries in The New York Times have been dominated by white men. Now, we're adding the stories of 15… https://t.co/DUv6REyUMJ",nytimes,62,0.0,0.0,1.0,0.0
Thu Mar 08 12:49:07 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/PfZAmKU0Kz https://t.co/CBURYaUUF6,nytimes,63,0.0,0.0,1.0,0.0
Thu Mar 08 12:41:05 +0000 2018,"In Opinion

Op-Ed contributor Sylvie Kauffmann writes, ""Senior European officials admit that however good their coo… https://t.co/6mZLKkVzmj",nytimes,64,0.5719,0.0,0.761,0.239
Thu Mar 08 12:30:16 +0000 2018,"In two months, the United States plans to open a new embassy to fulfill Trump's recognition of Jerusalem as Israel'… https://t.co/UJkEf0Xo3b",nytimes,65,0.6908,0.0,0.759,0.241
Thu Mar 08 12:19:04 +0000 2018,"The United States has moved to allow hunters to import big-game trophies, including elephant tusks and lion hides,… https://t.co/LmyVoENHLl",nytimes,66,0.5719,0.0,0.783,0.217
Thu Mar 08 12:11:04 +0000 2018,"President Trump is set to formalize tariffs on steel and aluminum imports, over the objections of more than 100 Rep… https://t.co/OiqBm3vxbD",nytimes,67,0.0,0.0,1.0,0.0
Thu Mar 08 11:59:06 +0000 2018,The video shows a black man being Tasered and beaten during a confrontation with 2 white police officers who accuse… https://t.co/BBaYD3JbnV,nytimes,68,-0.6249,0.242,0.758,0.0
Thu Mar 08 11:50:00 +0000 2018,@ChuBailiang Even those who thought that they had taken the full measure of Xi Jinping's ambition are surprised by… https://t.co/Mlz3e1e8wp,nytimes,69,0.2263,0.0,0.909,0.091
Thu Mar 08 11:45:04 +0000 2018,"A group of 11 nations — including major U.S. allies like Japan, Canada and Australia — is set to sign a broad trade… https://t.co/kbxPa3e9X6",nytimes,70,0.3612,0.0,0.884,0.116
Thu Mar 08 11:30:27 +0000 2018,Morning Briefing: Here's what you need to know to start your day https://t.co/uA0TR0tqy9 https://t.co/07nGM9rwNh,nytimes,71,0.0,0.0,1.0,0.0
Thu Mar 08 11:15:06 +0000 2018,Even those who thought that they had taken the full measure of Xi Jinpin's ambition are surprised by how fast he ha… https://t.co/R2YpFopJoY,nytimes,72,0.2263,0.0,0.921,0.079
Thu Mar 08 11:00:04 +0000 2018,These extraordinary women — and so many others — did not have obituaries in The New York Times. Until now. https://t.co/wXBoqxi2TZ,nytimes,73,0.0,0.0,1.0,0.0
Thu Mar 08 10:47:06 +0000 2018,"Peter Madsen, who is said to have killed and dismembered journalist Kim Wall, goes on trial in Denmark https://t.co/Fp3E6IYchG",nytimes,74,-0.6705,0.2,0.8,0.0
Thu Mar 08 10:30:10 +0000 2018,"RT @RorySmith: What struck me most about Juventus last night was that, in those last 15 minutes, Chiellini and Barzagli were definitely hav…",nytimes,75,0.1779,0.078,0.817,0.105
Thu Mar 08 10:16:04 +0000 2018,"""The E.U. is concerned that behind it all, there are people in the U.S. administration that don't care that there m… https://t.co/dPxO0566Sx",nytimes,76,-0.3875,0.111,0.889,0.0
Thu Mar 08 09:59:08 +0000 2018,How to cut down on unwanted junk mail https://t.co/K4kUYQGmvK,nytimes,77,-0.4588,0.364,0.636,0.0
Thu Mar 08 09:45:11 +0000 2018,"Trump asked his former chief of staff, Reince Priebus, how his interview had gone with the special counsel’s invest… https://t.co/Exmmktzf6F",nytimes,78,0.4019,0.0,0.876,0.124
Thu Mar 08 09:30:09 +0000 2018,"""This is being treated as a major incident involving attempted murder by administration of a nerve agent,"" said Bri… https://t.co/8nQVbAgnMb",nytimes,79,-0.6908,0.217,0.783,0.0
Thu Mar 08 09:14:08 +0000 2018,"The cells that eat, regurgitate and then re-eat your tattoos https://t.co/PUQV5Nd1IV",nytimes,80,0.0,0.0,1.0,0.0
Thu Mar 08 09:02:02 +0000 2018,"President Trump asked key witnesses in the Russia inquiry about matters they discussed with the special counsel, ig… https://t.co/3Q0HLS2ni3",nytimes,81,0.4215,0.0,0.817,0.183
Thu Mar 08 08:47:01 +0000 2018,The excavation of Rome’s newest subway line has been the gift that keeps on giving for archaeologists https://t.co/pFdiUHTYKC,nytimes,82,0.6486,0.0,0.751,0.249
Thu Mar 08 08:32:07 +0000 2018,"The U.S. will allow hunters to import big-game trophies, including elephant tusks and lion hides, acquired in certa… https://t.co/4NaALCmuNw",nytimes,83,0.0516,0.083,0.825,0.092
Thu Mar 08 08:17:06 +0000 2018,RT @nytimesworld: “Will she also call on the crown prince to halt the shocking abuse of human rights in Saudi Arabia?” -- Jeremy Corbyn on…,nytimes,84,-0.7845,0.231,0.769,0.0
Thu Mar 08 08:02:07 +0000 2018,Millions of women and children work as sex slaves in India. Meet the woman who has put her life at risk to rescue 2… https://t.co/FIEVspBiww,nytimes,85,0.296,0.074,0.81,0.116
Thu Mar 08 07:58:15 +0000 2018,"Listen, There’s a Smorgasbord of Great Carpets Out There https://t.co/Y9N95RI94Q",nytimes,86,0.6249,0.0,0.661,0.339
Thu Mar 08 07:32:05 +0000 2018,"RT @nytopinion: Trump could hammer out a bipartisan deal for universal background checks, writes @NickKristof, but he's too afraid of the N…",nytimes,87,0.0,0.0,1.0,0.0
Thu Mar 08 07:01:35 +0000 2018,"Serve it straight out of the oven, when it's at its puffiest https://t.co/XWvCigl1HA",nytimes,88,0.2263,0.0,0.863,0.137
Thu Mar 08 06:45:12 +0000 2018,Contributing Op-Ed Writer: Why Europe Is Giving Up on Trump’s America https://t.co/2umlXtmadJ,nytimes,89,0.34,0.0,0.821,0.179
Thu Mar 08 06:43:05 +0000 2018,RT @nytimesworld: “We had hoped that you — as someone we and many others have celebrated for your commitment to human dignity and universal…,nytimes,90,0.891,0.0,0.621,0.379
Thu Mar 08 06:25:08 +0000 2018,"“I get a lot of ‘I feel sorry for your baby.’ Or, ‘Don’t you need to be at home with your baby?’ Or, ‘A mother not… https://t.co/ra1r4o25Ac",nytimes,91,-0.0772,0.049,0.951,0.0
Thu Mar 08 06:02:03 +0000 2018,"RT @katierogers: No regrets on the TV marathon, but: “I thought it was a teachable moment, that Americans can understand what this process…",nytimes,92,-0.3291,0.143,0.857,0.0
Thu Mar 08 05:41:03 +0000 2018,It is believed to be the oldest known message in a bottle ever recovered https://t.co/V3Oj3LFgAq,nytimes,93,0.0,0.0,1.0,0.0
Thu Mar 08 05:21:02 +0000 2018,More than 100 Republican lawmakers implored President Trump to drop plans for stiff and sweeping steel and aluminum… https://t.co/mPdlD6h218,nytimes,94,-0.2732,0.104,0.896,0.0
Thu Mar 08 05:05:02 +0000 2018,Italy’s Populist Surge May Delay End to Eurozone Stimulus https://t.co/XqALTkPuDu,nytimes,95,-0.3182,0.204,0.796,0.0
Thu Mar 08 05:02:02 +0000 2018,President Trump's lawyer secretly obtained a restraining order last week to keep the porn star Stormy Daniels quiet… https://t.co/5Hz6RJu0NB,nytimes,96,0.0,0.0,1.0,0.0
Thu Mar 08 04:47:04 +0000 2018,"RT @nytopinion: Mass incarceration is inextricably linked to mass undereducation in America. Yale, Princeton, Cornell, Georgetown, Wesleyan…",nytimes,97,0.0,0.0,1.0,0.0
Thu Mar 08 04:32:02 +0000 2018,The ground around San Francisco Bay is sinking to meet the rising sea https://t.co/3xqicxssMY,nytimes,98,0.0,0.0,1.0,0.0
Thu Mar 08 04:17:05 +0000 2018,"RT @NickKristof: ""President Trump, Here’s a teenage hero who stood up to a gunman. Now it's your turn."" My column https://t.co/AMnkU6EijU h…",nytimes,99,0.5574,0.0,0.841,0.159
Thu Mar 08 04:02:03 +0000 2018,"Jared Kushner met with Mexico’s president, underscoring a shift in U.S. diplomacy https://t.co/mU0Pzs1LTZ",nytimes,100,0.0,0.0,1.0,0.0
